AZ,ITD150,ITD400,ITD600,ITD1000,sdITD150,sdITD400,sdITD600,sdITD1000,,ITD,2sdITD150,2sdITD400,2sdITD600,2sdITD1000
38,428.6804247,503.1658166,442.9591936,409.2241274,141.8394723,80.0762518,40.42518353,58.41584306,,-300,105.4444523,62.64639835,31.61701555,57.79044479
39,434.9211479,514.1376638,452.5321114,419.780439,146.1742358,80.09751782,41.37866499,57.68042812,,-295,104.6447969,61.81139833,31.35775328,58.0612635
40,441.3902058,524.8193572,461.9562075,430.2386305,150.1084893,80.21245508,42.33822742,57.11855032,,-290,103.8319236,60.9768092,31.10658275,58.37590481
41,448.3264022,535.1339719,471.3258547,440.6315228,153.4613868,80.48095027,43.28615982,56.86463433,,-285,103.0002446,60.14545041,30.86523112,58.719328
42,455.7162615,545.1561686,480.6512216,450.949291,156.3040968,80.8937575,44.21217582,56.89447518,,-280,102.1460567,59.3201342,30.63417975,59.07523308
43,463.483238,554.9985045,489.9214254,461.1714493,158.7707914,81.42434772,45.10784521,57.14421048,,-275,101.269144,58.50340857,30.41330522,59.42681212
44,471.550786,564.7735368,499.1255837,471.2775115,160.9956425,82.04619191,45.96473778,57.54997786,,-270,100.3702439,57.69483643,30.20209601,59.75801054
45,479.8423597,574.5938225,508.2528137,481.2469918,163.1128222,82.73276104,46.77442332,58.04791493,,-265,99.45288526,56.89209416,29.99969908,60.05410909
46,488.2982552,584.5410909,517.2956816,491.0653213,165.2322863,83.46046234,47.53129172,58.58383774,,-260,98.52168594,56.09278819,29.80506368,60.30798173
47,496.9261346,594.5737594,526.260548,500.7415996,167.3671264,84.2174482,48.24101339,59.14227608,,-255,97.58301086,55.29422726,29.61690279,60.5161421
48,505.7505016,604.6194176,535.1572226,510.2908436,169.506218,84.99480728,48.91207883,59.71743817,,-250,96.64398342,54.49358659,29.43384375,60.67581067
49,514.79586,614.6056549,543.9955149,519.7280702,171.6384363,85.78362824,49.55297856,60.30353222,,-245,95.71172373,53.68798062,29.25439909,60.78453989
50,524.0867136,624.4600609,552.7852342,529.0682962,173.7526568,86.57499974,50.17220309,60.89476645,,-240,94.79306061,52.8742685,29.07706723,60.83985912
51,533.647566,634.1102251,561.5361902,538.3265384,175.8377548,87.36001045,50.77824292,61.48534909,,-235,93.89235947,52.04923987,28.90033906,60.83929814
52,543.5029212,643.483737,570.2581923,547.5178138,177.8826059,88.12974903,51.37958858,62.06948834,,-230,93.01245952,51.2094259,28.72246712,60.78054971
53,553.6772828,652.508186,578.9610499,556.6571391,179.8760853,88.87530413,51.98473056,62.64139244,,-225,92.15225683,50.35082608,28.54092654,60.66142078
54,564.1951545,661.1111618,587.6545727,565.7595313,181.8070685,89.58776442,52.60215939,63.19526959,,-220,91.30772983,49.46934514,28.35307482,60.47987353
55,575.0810402,669.2202538,596.3485701,574.8400071,183.6644309,90.25821856,53.24036557,63.72532802,,-215,90.47536503,48.56037202,28.15654745,60.23400941
56,586.3340618,676.7834939,605.0430449,583.9022525,185.4401358,90.87956325,53.90563366,64.22555075,,-210,89.65267892,47.61885541,27.94910195,59.92233179
57,597.8518148,683.8306836,613.6987731,592.90463,187.1384982,91.45192735,54.59542435,64.68902,,-205,88.83735781,46.64121058,27.72866093,59.54378411
58,609.5065127,690.4120666,622.2667239,601.7941709,188.766921,91.97724775,55.30499241,65.10859278,,-200,88.02756614,45.62999257,27.49330929,59.09739553
59,621.1703691,696.5778867,630.6978668,610.5179069,190.3328071,92.45746135,56.02959257,65.47712612,,-195,87.22168666,44.58940091,27.24115595,58.58229735
60,632.7155976,702.3783879,638.9431711,619.0228694,191.8435595,92.89450503,56.76447958,65.78747705,,-190,86.41814513,43.52478163,26.97035953,57.99767033
61,644.0144118,707.8638138,646.9536059,627.25609,193.3065811,93.29031569,57.50490818,66.03250257,,-185,85.61545743,42.44258373,26.67909897,57.34280058
62,654.9390253,713.0844084,654.6801407,635.1646,194.7292747,93.64683023,58.24613314,66.20505972,,-180,84.81214866,41.3493951,26.36569437,56.61697289
63,665.3616518,718.0904153,662.0737448,642.6954311,196.1190435,93.96598553,58.98340918,66.29800551,,-175,84.00670744,40.25208036,26.02856291,55.81938311
64,675.1545049,722.9320785,669.0853874,649.7956147,197.4832901,94.2497185,59.71199107,66.30419697,,-170,83.19759434,39.15752178,25.66705481,54.94925101
65,684.189798,727.6596417,675.6660378,656.4121824,198.8294176,94.49996603,60.42713353,66.21649111,,-165,82.3839083,38.07227021,25.2829732,54.00631699
66,692.3708799,732.3156843,681.7801708,662.5069557,200.1637142,94.71869273,61.12508426,66.03005812,,-160,81.56715353,37.00267745,24.87851418,52.99077012
67,699.7256386,736.9121278,687.4462825,668.1009168,201.4880089,94.90797411,61.80606263,65.74932087,,-155,80.74941424,35.95439834,24.45577999,51.90739467
68,706.3130972,741.4532293,692.6963744,673.2298381,202.8030163,95.06991342,62.47128095,65.38101535,,-150,79.93307555,34.93183912,24.01680024,50.76643903
69,712.1922788,745.9432459,697.5624481,677.9294918,204.1094507,95.20661389,63.12195154,64.93187761,,-145,79.12080944,33.93885367,23.56356124,49.57831476
70,717.4222065,750.3864347,702.076505,682.2356503,205.4080266,95.32017876,63.75928671,64.40864364,,-140,78.31531168,32.97584541,23.09790048,48.35301775
71,722.0619034,754.7870527,706.2705466,686.1840857,206.6994583,95.41271126,64.38449876,63.81804949,,-135,77.51931665,32.04153138,22.62162213,47.10044874
72,726.1703925,759.149357,710.1765746,689.8105705,207.9844603,95.48631463,64.99880001,63.16683115,,-130,76.7355656,31.13471244,22.13653039,45.83033201
73,729.8066969,763.4776046,713.8265904,693.1508769,209.2637469,95.54309211,65.60340277,62.46172466,,-125,75.96679279,30.25444021,21.64442958,44.55235918
74,733.0298398,767.7760528,717.2525955,696.2407772,210.5380327,95.58514693,66.19951935,61.70946603,,-120,75.21572423,29.39981081,21.14713398,43.27694138
75,735.8988442,772.0489585,720.4865916,699.1160437,211.808032,95.61458233,66.78836207,60.91679129,,-115,74.48479756,28.57006594,20.64650641,42.01513344
76,738.4727332,776.3005788,723.56058,701.8124488,213.0744592,95.63350154,67.37114323,60.09043645,,-110,73.77597335,27.76463586,20.14441287,40.77887253
77,740.8105298,780.5351708,726.5065623,704.3657646,214.3380288,95.64400781,67.94907514,59.23713753,,-105,73.09041565,26.98296851,19.64234554,39.58150603
78,742.9712572,784.7569915,729.35654,706.8117636,215.5994551,95.64820437,68.52337012,58.36363055,,-100,72.42541832,26.22460206,19.1413507,38.43418919
79,745.0139384,788.9702981,732.1425147,709.1862179,216.8594526,95.64819446,69.09524048,57.47665153,,-95,71.7770368,25.48915175,18.64246178,37.34200118
80,746.9975965,793.1793477,734.8964879,711.5249,218.1187357,95.64608131,69.66589853,56.58293649,,-90,71.14140901,24.77624629,18.14676789,36.30852419
81,748.9812547,797.3883972,737.6504611,713.863582,219.3780188,95.64396816,70.23655658,55.68922146,,-85,70.51475725,24.08565893,17.65537884,35.33563397
82,751.0239359,801.6017038,740.4364358,716.2380364,220.6380162,95.64395825,70.80842693,54.80224244,,-80,69.89331854,23.41726468,17.169499,34.42451272
83,753.1846633,805.8235245,743.2864135,718.6840353,221.8994426,95.64815481,71.38272191,53.92873546,,-75,69.27336592,22.77105261,16.69040721,33.57515162
84,755.5224599,810.0581165,746.2323958,721.2373512,223.1630121,95.65866108,71.96065383,53.07543654,,-70,68.65113193,22.14847474,16.2194158,32.78683583
85,758.0963489,814.3097368,749.3063842,723.9337562,224.4294393,95.67758029,72.54343499,52.2490817,,-65,68.02227762,21.55200991,15.75789778,32.05733549
86,760.9653533,818.5826425,752.5403802,726.8090227,225.6994386,95.70701569,73.1322777,51.45640695,,-60,67.3820845,20.98415697,15.30727768,31.38384895
87,764.1884962,822.8810907,755.9663854,729.8989231,226.9737244,95.74907051,73.72839429,50.70414832,,-55,66.72554169,20.44739501,14.86917941,30.76272803
88,767.8248006,827.2093383,759.6164012,733.2392295,228.2530111,95.80584799,74.33299705,49.99904183,,-50,66.04716756,19.94418691,14.44545497,30.19084945
89,771.9332897,831.5716426,763.5224291,736.8657142,229.5380131,95.87945136,74.9472983,49.3478235,,-45,65.34520061,19.47699471,14.03961061,29.66777389
90,776.5729866,835.9722606,767.7164708,740.8141497,230.8294448,95.97198386,75.57251035,48.75722934,,-40,64.6309064,19.04826946,13.65608473,29.19380871
,,,,,,,,,,-35,63.91911645,18.66045049,13.29954563,28.76982839
,,,,,,,,,,-30,63.22876675,18.31597752,12.97486872,28.39691779
,,,,,,,,,,-25,62.58046959,18.01734724,12.68693655,28.07637015
,,,,,,,,,,-20,61.99666072,17.76714421,12.4406305,27.8096058
,,,,,,,,,,-15,61.50074994,17.56796053,12.24085648,27.5983665
,,,,,,,,,,-10,61.11766326,17.42240476,12.09257148,27.44470309
,,,,,,,,,,-5,60.87224859,17.33312505,12.00054084,27.35077903
,,,,,,,,,,0,60.7859286,17.30277538,11.96895562,27.31894427
,,,,,,,,,,5,60.87224859,17.33312505,12.00054084,27.35077903
,,,,,,,,,,10,61.11766326,17.42240476,12.09257148,27.44470309
,,,,,,,,,,15,61.50074994,17.56796053,12.24085648,27.5983665
,,,,,,,,,,20,61.99666072,17.76714421,12.4406305,27.8096058
,,,,,,,,,,25,62.58046959,18.01734724,12.68693655,28.07637015
,,,,,,,,,,30,63.22876675,18.31597752,12.97486872,28.39691779
,,,,,,,,,,35,63.91911645,18.66045049,13.29954563,28.76982839
,,,,,,,,,,40,64.6309064,19.04826946,13.65608473,29.19380871
,,,,,,,,,,45,65.34520061,19.47699471,14.03961061,29.66777389
,,,,,,,,,,50,66.04716756,19.94418691,14.44545497,30.19084945
,,,,,,,,,,55,66.72554169,20.44739501,14.86917941,30.76272803
,,,,,,,,,,60,67.3820845,20.98415697,15.30727768,31.38384895
,,,,,,,,,,65,68.02227762,21.55200991,15.75789778,32.05733549
,,,,,,,,,,70,68.65113193,22.14847474,16.2194158,32.78683583
,,,,,,,,,,75,69.27336592,22.77105261,16.69040721,33.57515162
,,,,,,,,,,80,69.89331854,23.41726468,17.169499,34.42451272
,,,,,,,,,,85,70.51475725,24.08565893,17.65537884,35.33563397
,,,,,,,,,,90,71.14140901,24.77624629,18.14676789,36.30852419
,,,,,,,,,,95,71.7770368,25.48915175,18.64246178,37.34200118
,,,,,,,,,,100,72.42541832,26.22460206,19.1413507,38.43418919
,,,,,,,,,,105,73.09041565,26.98296851,19.64234554,39.58150603
,,,,,,,,,,110,73.77597335,27.76463586,20.14441287,40.77887253
,,,,,,,,,,115,74.48479756,28.57006594,20.64650641,42.01513344
,,,,,,,,,,120,75.21572423,29.39981081,21.14713398,43.27694138
,,,,,,,,,,125,75.96679279,30.25444021,21.64442958,44.55235918
,,,,,,,,,,130,76.7355656,31.13471244,22.13653039,45.83033201
,,,,,,,,,,135,77.51931665,32.04153138,22.62162213,47.10044874
,,,,,,,,,,140,78.31531168,32.97584541,23.09790048,48.35301775
,,,,,,,,,,145,79.12080944,33.93885367,23.56356124,49.57831476
,,,,,,,,,,150,79.93307555,34.93183912,24.01680024,50.76643903
,,,,,,,,,,155,80.74941424,35.95439834,24.45577999,51.90739467
,,,,,,,,,,160,81.56715353,37.00267745,24.87851418,52.99077012
,,,,,,,,,,165,82.3839083,38.07227021,25.2829732,54.00631699
,,,,,,,,,,170,83.19759434,39.15752178,25.66705481,54.94925101
,,,,,,,,,,175,84.00670744,40.25208036,26.02856291,55.81938311
,,,,,,,,,,180,84.81214866,41.3493951,26.36569437,56.61697289
,,,,,,,,,,185,85.61545743,42.44258373,26.67909897,57.34280058
,,,,,,,,,,190,86.41814513,43.52478163,26.97035953,57.99767033
,,,,,,,,,,195,87.22168666,44.58940091,27.24115595,58.58229735
,,,,,,,,,,200,88.02756614,45.62999257,27.49330929,59.09739553
,,,,,,,,,,205,88.83735781,46.64121058,27.72866093,59.54378411
,,,,,,,,,,210,89.65267892,47.61885541,27.94910195,59.92233179
,,,,,,,,,,215,90.47536503,48.56037202,28.15654745,60.23400941
,,,,,,,,,,220,91.30772983,49.46934514,28.35307482,60.47987353
,,,,,,,,,,225,92.15225683,50.35082608,28.54092654,60.66142078
,,,,,,,,,,230,93.01245952,51.2094259,28.72246712,60.78054971
,,,,,,,,,,235,93.89235947,52.04923987,28.90033906,60.83929814
,,,,,,,,,,240,94.79306061,52.8742685,29.07706723,60.83985912
,,,,,,,,,,245,95.71172373,53.68798062,29.25439909,60.78453989
,,,,,,,,,,250,96.64398342,54.49358659,29.43384375,60.67581067
,,,,,,,,,,255,97.58301086,55.29422726,29.61690279,60.5161421
,,,,,,,,,,260,98.52168594,56.09278819,29.80506368,60.30798173
,,,,,,,,,,265,99.45288526,56.89209416,29.99969908,60.05410909
,,,,,,,,,,270,100.3702439,57.69483643,30.20209601,59.75801054
,,,,,,,,,,275,101.269144,58.50340857,30.41330522,59.42681212
,,,,,,,,,,280,102.1460567,59.3201342,30.63417975,59.07523308
,,,,,,,,,,285,103.0002446,60.14545041,30.86523112,58.719328
,,,,,,,,,,290,103.8319236,60.9768092,31.10658275,58.37590481
,,,,,,,,,,295,104.6447969,61.81139833,31.35775328,58.0612635
,,,,,,,,,,300,105.4444523,62.64639835,31.61701555,57.79044479
,,,,,,,,,,305,106.2358933,63.47898069,31.88253659,57.57771133
,,,,,,,,,,310,107.0224538,64.30631434,32.15281917,57.43596897
,,,,,,,,,,315,107.8071784,65.12552169,32.42649707,57.37641834
,,,,,,,,,,320,108.5929351,65.93367653,32.7023262,57.40631869
,,,,,,,,,,325,109.3823039,66.72783409,32.97922435,57.52746512
,,,,,,,,,,330,110.1778436,67.50477387,33.25612526,57.72360298
,,,,,,,,,,335,110.9823103,68.26104553,33.5319925,57.97453851
,,,,,,,,,,340,111.7987088,68.99314721,33.80580131,58.26196046
,,,,,,,,,,345,112.6301122,69.69711067,34.07654369,58.56842131
,,,,,,,,,,350,113.4806508,70.36868969,34.34324204,58.87761214
,,,,,,,,,,355,114.3554328,71.00432432,34.60506869,59.17420438
,,,,,,,,,,360,115.2600793,71.60429509,34.86274866,59.44254526
,,,,,,,,,,365,116.2040014,72.17021185,35.11794022,59.6663095
,,,,,,,,,,370,117.1984402,72.7039193,35.37239098,59.82892239
,,,,,,,,,,375,118.2569704,73.20782069,35.62805366,59.9130302
,,,,,,,,,,380,119.3977486,73.68441534,35.88692797,59.90268905
,,,,,,,,,,385,120.641138,74.13646348,36.15119002,59.79912491
,,,,,,,,,,390,122.0154299,74.56695301,36.42314389,59.61394717
,,,,,,,,,,395,123.5541112,74.97904299,36.70530199,59.36101191
,,,,,,,,,,400,125.3078494,75.37651295,37.0006625,59.05645051
,,,,,,,,,,405,127.3394443,75.7633066,37.31238461,58.71692572
,,,,,,,,,,410,129.7339461,76.14365735,37.64426,58.35982172
,,,,,,,,,,415,132.54134,76.52203034,38.00020891,58.00315998
,,,,,,,,,,420,135.7364067,76.90059306,38.38169533,57.66639623
,,,,,,,,,,425,139.2097343,77.27637099,38.78807148,57.36902792
,,,,,,,,,,430,142.7789423,77.64555952,39.21798571,57.12991448
,,,,,,,,,,435,146.2170221,78.00364231,39.66929085,56.96432103
,,,,,,,,,,440,149.3116741,78.34587489,40.1394148,56.87156467
,,,,,,,,,,445,151.9487027,78.66758759,40.62525216,56.84616369
,,,,,,,,,,450,154.1632497,78.96416032,41.12320929,56.88146547
,,,,,,,,,,455,156.0563987,79.23101876,41.62911517,56.97043446
,,,,,,,,,,460,157.7171785,79.46364307,42.13863906,57.10633764
,,,,,,,,,,465,159.2101171,79.65803732,42.64744185,57.28252901
,,,,,,,,,,470,160.5863911,79.8111574,43.15286269,57.49199151
,,,,,,,,,,475,161.889291,79.92213576,43.65352523,57.72752481
,,,,,,,,,,480,163.154844,79.99687121,44.1482468,57.98192738
,,,,,,,,,,485,164.409073,80.04261649,44.63591519,58.24842985
,,,,,,,,,,490,165.6560085,80.06647536,45.11531866,58.52401621
,,,,,,,,,,495,166.8935683,80.07548268,45.58518436,58.8076384
,,,,,,,,,,500,168.1180166,80.07653833,46.04414718,59.09856105
,,,,,,,,,,505,169.3263559,80.07644562,46.49084987,59.39615845
,,,,,,,,,,510,170.5162792,80.08240059,46.92402241,59.69962742
,,,,,,,,,,515,171.685725,80.10216106,47.34324293,60.00808817
,,,,,,,,,,520,172.8328035,80.1438583,47.74934198,60.32062439
,,,,,,,,,,525,173.9559136,80.21642128,48.1434145,60.6362947
,,,,,,,,,,530,175.0536277,80.32708403,48.52670303,60.95410919
,,,,,,,,,,535,176.1247761,80.47657334,48.90046117,61.2730514
,,,,,,,,,,540,177.1683414,80.66382388,49.26595764,61.59206685
,,,,,,,,,,545,178.1835207,80.88632901,49.62451463,61.91007906
,,,,,,,,,,550,179.169645,81.14107088,49.97748613,62.22598529
,,,,,,,,,,555,180.1262346,81.42450142,50.32626488,62.53866764
,,,,,,,,,,560,181.0528797,81.73277636,50.67226936,62.84699395
,,,,,,,,,,565,181.9492671,82.06144962,51.01694367,63.14981858
,,,,,,,,,,570,182.8152252,82.4059381,51.36175146,63.44599297
,,,,,,,,,,575,183.6509084,82.76170572,51.70816891,63.73440258
,,,,,,,,,,580,184.4570193,83.12501365,52.05767951,64.01400403
,,,,,,,,,,585,185.2363511,83.49459443,52.41178303,64.28396362
,,,,,,,,,,590,185.9921984,83.86975279,52.77200694,64.54345618
,,,,,,,,,,595,186.7274215,84.25006254,53.13979723,64.79157079
,,,,,,,,,,600,187.4446396,84.63514224,53.51641611,65.02728102
,,,,,,,,,,605,188.1462341,85.02459097,53.90227474,65.2494162
,,,,,,,,,,610,188.8343044,85.41801634,54.29731775,65.45661256
,,,,,,,,,,615,189.5108853,85.81506529,54.70145875,65.64732092
,,,,,,,,,,620,190.1778704,86.21539665,55.11465936,65.81967362
,,,,,,,,,,625,190.8371249,86.6186822,55.53698842,65.97149609
,,,,,,,,,,630,191.4904974,87.02459581,55.9685915,66.10013239
,,,,,,,,,,635,192.1398316,87.43281003,56.4096893,66.20231332
,,,,,,,,,,640,192.7870569,87.84298923,56.86061061,66.2740238
,,,,,,,,,,645,193.4341999,88.25477867,57.32178696,66.31002813
,,,,,,,,,,650,194.0834284,88.66779731,57.79379702,66.3032808
,,,,,,,,,,655,194.7372178,89.08162173,58.27740179,66.24427842
,,,,,,,,,,660,195.3982468,89.49575965,58.77357696,66.12060559
,,,,,,,,,,665,196.0698185,89.90963525,59.28362852,65.9193954
,,,,,,,,,,670,196.755661,90.32252575,59.80934985,65.62676053
,,,,,,,,,,675,197.4608672,90.73358954,60.35315888,65.22585737
,,,,,,,,,,680,198.1915084,91.14184119,60.91815933,64.69522646
,,,,,,,,,,685,198.9560912,91.54606263,61.50762547,64.00767518
,,,,,,,,,,690,199.7634488,91.944737,62.12513699,63.12960666
,,,,,,,,,,695,200.6216258,92.33595866,62.77486349,62.02253076
,,,,,,,,,,700,201.5397476,92.71736882,63.46174596,60.65185949
,,,,,,,,,,705,202.5290682,93.0861166,64.19149853,59.01176784
,,,,,,,,,,710,203.6047563,93.43885313,64.97040081,57.16568471
,,,,,,,,,,715,204.7874066,93.77180589,65.80461936,NaN
,,,,,,,,,,720,206.1057089,94.08096378,66.69856385,NaN
,,,,,,,,,,725,207.6009498,94.36243326,67.65184675,NaN
,,,,,,,,,,730,209.3344742,94.61322188,68.65510184,NaN
,,,,,,,,,,735,211.3972641,94.83236729,NaN,NaN
,,,,,,,,,,740,213.8992583,95.02072632,NaN,NaN
,,,,,,,,,,745,216.8588372,95.17975307,NaN,NaN
,,,,,,,,,,750,NaN,95.31110811,NaN,NaN
,,,,,,,,,,755,NaN,95.41669389,NaN,NaN
,,,,,,,,,,760,NaN,95.49868341,NaN,NaN
,,,,,,,,,,765,NaN,95.55951485,NaN,NaN
,,,,,,,,,,770,NaN,95.60187646,NaN,NaN
,,,,,,,,,,775,NaN,95.62868596,NaN,NaN
,,,,,,,,,,780,NaN,95.6430627,NaN,NaN
,,,,,,,,,,785,NaN,95.64829298,NaN,NaN
,,,,,,,,,,790,NaN,95.64778937,NaN,NaN
,,,,,,,,,,795,NaN,NaN,NaN,NaN
,,,,,,,,,,800,NaN,NaN,NaN,NaN
,,,,,,,,,,805,NaN,NaN,NaN,NaN
,,,,,,,,,,810,NaN,NaN,NaN,NaN
,,,,,,,,,,815,NaN,NaN,NaN,NaN
,,,,,,,,,,820,NaN,NaN,NaN,NaN
,,,,,,,,,,825,NaN,NaN,NaN,NaN
,,,,,,,,,,830,NaN,NaN,NaN,NaN
,,,,,,,,,,835,NaN,NaN,NaN,NaN
,,,,,,,,,,840,NaN,NaN,NaN,NaN
,,,,,,,,,,845,NaN,NaN,NaN,NaN
,,,,,,,,,,850,NaN,NaN,NaN,NaN
,,,,,,,,,,855,NaN,NaN,NaN,NaN
,,,,,,,,,,860,NaN,NaN,NaN,NaN
,,,,,,,,,,865,NaN,NaN,NaN,NaN
,,,,,,,,,,870,NaN,NaN,NaN,NaN
,,,,,,,,,,875,NaN,NaN,NaN,NaN
,,,,,,,,,,880,NaN,NaN,NaN,NaN
,,,,,,,,,,885,NaN,NaN,NaN,NaN
,,,,,,,,,,890,NaN,NaN,NaN,NaN
,,,,,,,,,,895,NaN,NaN,NaN,NaN
,,,,,,,,,,900,NaN,NaN,NaN,NaN
,,,,,,,,,,905,NaN,NaN,NaN,NaN
,,,,,,,,,,910,NaN,NaN,NaN,NaN
,,,,,,,,,,915,NaN,NaN,NaN,NaN
,,,,,,,,,,920,NaN,NaN,NaN,NaN
,,,,,,,,,,925,NaN,NaN,NaN,NaN
,,,,,,,,,,930,NaN,NaN,NaN,NaN
,,,,,,,,,,935,NaN,NaN,NaN,NaN
,,,,,,,,,,940,NaN,NaN,NaN,NaN
